Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
2017-01-02,BPCL,EQ,635.5,640.0,644.75,637.4,639.95,640.5,640.89,1126768,72213891080000.0,23198,385204,0.3419
2017-01-03,BPCL,EQ,640.5,644.0,658.0,636.6,646.25,650.55,650.45,3157385,205371874400000.0,48157,1469059,0.46530000000000005
2017-01-04,BPCL,EQ,650.55,649.8,660.9,641.85,656.65,655.45,652.72,2785408,181810217640000.0,62989,1551408,0.557
2017-01-05,BPCL,EQ,655.45,654.5,674.45,653.0,674.0,672.7,666.97,2480499,165442174990000.0,78798,1529757,0.6167
2017-01-06,BPCL,EQ,672.7,671.0,681.0,661.55,664.25,664.85,669.12,1651118,110478845175000.0,45002,945415,0.5726
2017-01-09,BPCL,EQ,664.85,664.25,667.65,651.0,654.9,653.1,655.41,1173572,76917547235000.0,41576,669928,0.5708
2017-01-10,BPCL,EQ,653.1,659.75,676.0,658.3,659.55,660.3,666.92,1963249,130933765145000.0,43610,1053413,0.5366
2017-01-11,BPCL,EQ,660.3,662.0,666.0,654.7,661.2,660.9,660.0,1672905,110411746925000.0,35032,1005739,0.6012
2017-01-12,BPCL,EQ,660.9,662.0,668.7,657.15,661.0,659.3,661.1,1049093,69355757500000.0,30895,525557,0.501
2017-01-13,BPCL,EQ,659.3,664.9,664.9,651.0,659.15,657.65,656.37,1185483,77811487030000.0,28288,643021,0.5424
2017-01-16,BPCL,EQ,657.65,662.65,671.1,655.6,667.85,668.1,663.71,1311060,87016676615000.0,36202,697060,0.5317000000000001
2017-01-17,BPCL,EQ,668.1,669.95,672.45,662.05,663.05,664.95,666.52,879058,58591131400000.0,27380,313682,0.3568
2017-01-18,BPCL,EQ,664.95,664.1,664.15,650.3,656.45,655.45,656.36,2106126,138237746025000.0,67151,1278892,0.6072
2017-01-19,BPCL,EQ,655.45,657.1,676.7,654.1,674.0,673.9,669.98,1817843,121792510455000.0,40420,626235,0.34450000000000003
2017-01-20,BPCL,EQ,673.9,672.0,676.0,662.0,663.5,664.75,668.52,1363184,91131595290000.0,31393,465206,0.34130000000000005
2017-01-23,BPCL,EQ,664.75,662.0,682.0,661.5,676.35,677.05,675.69,1700482,114899122409999.98,46234,620814,0.3651
2017-01-24,BPCL,EQ,677.05,677.0,688.2,673.7,682.7,682.4,681.93,1855497,126531242070000.0,56006,1007065,0.5427000000000001
2017-01-25,BPCL,EQ,682.4,686.0,718.3,677.65,713.2,711.2,702.48,3631073,255075686219999.97,50319,1886063,0.5194
2017-01-27,BPCL,EQ,711.2,713.0,726.8,691.3,704.0,704.75,712.84,1911251,136241992270000.0,35603,518461,0.2713
2017-01-30,BPCL,EQ,704.75,706.4,708.0,694.7,706.0,704.65,702.18,976208,68547842220000.01,29913,369580,0.3786
2017-01-31,BPCL,EQ,704.65,705.5,705.5,677.05,681.5,681.65,688.45,2274551,156591536300000.0,48475,1379891,0.6067
2017-02-01,BPCL,EQ,681.65,682.05,697.2,673.2,694.5,692.75,687.43,1842902,126687405140000.02,42719,1102640,0.5982999999999999
2017-02-02,BPCL,EQ,692.75,695.0,713.0,694.4,698.0,701.9,704.62,1594154,112327630395000.0,47868,913792,0.5732
2017-02-03,BPCL,EQ,701.9,701.0,701.8,688.8,701.5,698.6,695.95,1632140,113588687255000.0,46088,663596,0.40659999999999996
2017-02-06,BPCL,EQ,698.6,703.4,711.3,699.0,704.0,705.35,705.81,1210895,85465822130000.0,30484,595900,0.49210000000000004
2017-02-07,BPCL,EQ,705.35,707.7,722.95,704.05,717.5,716.65,716.47,2278978,163282385500000.0,59754,1211548,0.5316
2017-02-08,BPCL,EQ,716.65,718.7,727.0,714.1,718.5,720.5,720.24,2335084,168182634380000.0,47212,1502871,0.6436000000000001
2017-02-09,BPCL,EQ,720.5,725.0,729.0,721.05,725.2,726.85,725.11,1978289,143447219180000.0,34454,1246313,0.63
2017-02-10,BPCL,EQ,726.85,733.0,733.0,712.0,714.0,715.55,717.92,2511349,180294002220000.0,59056,1398463,0.5569
2017-02-13,BPCL,EQ,715.55,715.0,718.9,710.05,712.9,714.55,713.47,965865,68911740570000.01,62671,554321,0.5739
2017-02-14,BPCL,EQ,714.55,716.7,716.8,686.8,691.0,692.05,696.45,1815633,126450651925000.0,65651,906010,0.499
2017-02-15,BPCL,EQ,692.05,692.0,699.8,668.0,677.15,674.7,681.51,3226848,219913344975000.0,57391,2094743,0.6492
2017-02-16,BPCL,EQ,674.7,670.55,677.15,662.0,669.25,669.4,667.85,3426844,228860792285000.0,75698,2416434,0.7051000000000001
2017-02-17,BPCL,EQ,669.4,670.6,683.45,665.05,678.3,679.0,678.23,1945661,131961404209999.98,41730,801326,0.4119
2017-02-20,BPCL,EQ,679.0,682.5,702.0,680.05,698.0,700.25,693.49,1947081,135027831805000.0,34372,960635,0.49340000000000006
2017-02-21,BPCL,EQ,700.25,705.0,717.0,701.1,703.3,703.95,708.79,1625624,115221903380000.0,28868,431609,0.2655
2017-02-22,BPCL,EQ,703.95,705.0,718.0,703.6,714.0,714.3,712.32,2467527,175767661920000.0,75953,1383380,0.5606
2017-02-23,BPCL,EQ,714.3,715.0,721.65,706.65,720.9,717.65,715.96,3012465,215680103985000.0,57676,1782361,0.5917
2017-02-27,BPCL,EQ,717.65,714.0,724.8,700.9,709.0,707.7,711.54,2186409,155571626125000.0,54665,1263611,0.5779
2017-02-28,BPCL,EQ,707.7,690.0,694.9,668.0,669.45,670.05,674.43,5014195,338174296295000.0,82883,3564953,0.711
2017-03-01,BPCL,EQ,670.05,675.0,676.9,653.4,659.4,659.45,659.78,3655291,241167776244999.97,61279,2049982,0.5608
2017-03-02,BPCL,EQ,659.45,661.95,665.4,630.85,631.0,635.15,647.12,5939504,384354632070000.0,59188,3703278,0.6235
2017-03-03,BPCL,EQ,635.15,633.9,635.4,615.25,631.6,632.8,626.54,7891413,494430626139999.94,85967,4353904,0.5517000000000001
2017-03-06,BPCL,EQ,632.8,637.3,643.4,632.4,637.4,637.55,637.5,3298606,210285011670000.0,80185,1674186,0.5075000000000001
2017-03-07,BPCL,EQ,637.55,641.0,648.7,638.8,645.15,645.9,645.41,2302760,148622146505000.0,38831,1085180,0.47130000000000005
2017-03-08,BPCL,EQ,645.9,645.5,650.35,630.1,638.2,639.0,637.83,2149074,137075272215000.02,51024,958453,0.446
2017-03-09,BPCL,EQ,639.0,644.15,644.4,630.45,631.25,632.0,635.76,2103688,133743425370000.0,49031,959158,0.4559
2017-03-10,BPCL,EQ,632.0,635.9,636.95,620.1,622.25,623.35,625.45,2435473,152326036115000.0,65303,1249006,0.5128
2017-03-14,BPCL,EQ,623.35,636.0,641.0,629.0,635.0,636.7,636.56,3122006,198733271925000.0,73175,1949250,0.6244
2017-03-15,BPCL,EQ,636.7,635.25,643.85,632.85,636.5,636.5,638.11,1504272,95988884815000.0,30421,637497,0.4238
2017-03-16,BPCL,EQ,636.5,639.0,649.4,637.05,647.4,647.75,643.82,1874814,120703851325000.0,48993,1022810,0.5456000000000001
2017-03-17,BPCL,EQ,647.75,650.0,650.0,638.05,640.7,642.1,641.74,2234658,143407373440000.0,56873,1472907,0.6591
2017-03-20,BPCL,EQ,642.1,640.0,648.0,635.35,642.05,643.6,644.48,1194245,76966541470000.0,31763,605471,0.507
2017-03-21,BPCL,EQ,643.6,642.0,649.0,633.8,641.45,641.9,641.85,1860373,119408535750000.0,48107,1022756,0.5498
2017-03-22,BPCL,EQ,641.9,636.65,648.5,628.05,645.75,645.0,640.78,1964157,125859376000000.0,59765,931372,0.4742
2017-03-23,BPCL,EQ,645.0,655.0,660.0,648.1,655.8,655.05,654.68,3828836,250666074755000.03,50711,1921507,0.5019
2017-03-24,BPCL,EQ,655.05,650.0,652.0,645.1,650.0,649.7,648.49,1835168,119008798725000.0,36762,1082326,0.5898
2017-03-27,BPCL,EQ,649.7,649.8,653.9,640.95,642.5,643.15,644.21,1863308,120036961209999.98,49365,1239565,0.6652
2017-03-28,BPCL,EQ,643.15,641.5,648.4,640.0,647.5,645.95,644.34,1141767,73569032870000.0,39978,625528,0.5479
2017-03-29,BPCL,EQ,645.95,647.5,650.5,641.05,641.5,643.1,644.74,1387916,89484129585000.0,50167,722884,0.5208
2017-03-30,BPCL,EQ,643.1,643.1,646.5,638.45,641.05,640.65,641.32,3104296,199085375165000.0,50463,2485642,0.8007
2017-03-31,BPCL,EQ,640.65,644.0,658.0,642.05,649.45,649.85,651.46,2458379,160152852685000.0,70367,1505778,0.6125
2017-04-03,BPCL,EQ,649.85,649.0,649.55,636.6,639.9,638.4,640.18,1008889,64587187045000.01,32013,547619,0.5428000000000001
2017-04-05,BPCL,EQ,638.4,643.2,643.3,631.2,637.8,637.75,634.69,3364439,213537618845000.0,70614,2524401,0.7503000000000001
2017-04-06,BPCL,EQ,637.75,637.8,647.6,632.5,647.0,646.2,641.05,1842257,118097409915000.02,53047,1204636,0.6539
2017-04-07,BPCL,EQ,646.2,643.0,679.5,642.55,675.8,675.35,666.74,5260351,350726140210000.0,71726,2745085,0.5218
2017-04-10,BPCL,EQ,675.35,680.0,704.85,680.0,697.05,700.3,697.07,5161028,359761664875000.0,74852,2265672,0.439
2017-04-11,BPCL,EQ,700.3,703.9,713.6,700.2,711.6,710.4,709.75,3565925,253092229319999.97,63663,2097681,0.5883
2017-04-12,BPCL,EQ,710.4,713.4,721.65,698.25,718.0,717.3,712.1,2189893,155941206050000.0,68001,651859,0.2977
2017-04-13,BPCL,EQ,717.3,720.85,741.95,711.05,728.9,731.1,730.88,3211310,234708389225000.0,61464,1025280,0.31930000000000003
2017-04-17,BPCL,EQ,731.1,729.0,738.0,718.65,725.3,723.75,726.63,1544672,112240354350000.0,29066,555612,0.3597
2017-04-18,BPCL,EQ,723.75,725.5,736.55,722.15,723.4,724.2,729.43,1743515,127177726155000.0,41454,748806,0.42950000000000005
2017-04-19,BPCL,EQ,724.2,723.4,731.7,711.7,724.65,722.9,721.41,1830694,132067607220000.0,49570,928345,0.5071
2017-04-20,BPCL,EQ,722.9,725.25,729.85,720.0,721.25,721.3,722.6,1233262,89115222865000.0,34858,659183,0.5345000000000001
2017-04-21,BPCL,EQ,721.3,724.45,727.35,713.2,716.4,715.8,717.44,1212266,86972270315000.0,26545,687873,0.5674
2017-04-24,BPCL,EQ,715.8,716.2,720.0,706.05,716.4,714.85,712.82,1415916,100928959765000.0,26528,833874,0.5889
2017-04-25,BPCL,EQ,714.85,717.0,741.8,717.0,740.2,739.35,734.32,2445899,179606994190000.0,58502,1142752,0.4672
2017-04-26,BPCL,EQ,739.35,741.9,744.9,722.5,729.0,731.75,733.21,1324304,97098898925000.0,42804,636172,0.4804
2017-04-27,BPCL,EQ,731.75,731.8,738.45,723.75,736.0,736.0,733.9,1117145,81987053925000.0,28645,376428,0.337
2017-04-28,BPCL,EQ,736.0,739.0,739.7,716.75,725.25,719.25,721.69,1336711,96469255775000.0,39437,717445,0.5367000000000001
2017-05-02,BPCL,EQ,719.25,727.0,743.0,721.25,741.3,739.85,736.55,2209271,162723572795000.0,55450,958645,0.4339
2017-05-03,BPCL,EQ,739.85,744.0,753.55,728.5,737.1,736.2,741.65,2474078,183489719315000.0,47212,938302,0.3793
2017-05-04,BPCL,EQ,736.2,741.0,741.0,719.8,732.3,731.5,727.1,1764395,128289936409999.98,47334,1016438,0.5761000000000001
2017-05-05,BPCL,EQ,731.5,735.0,745.0,720.0,724.7,724.75,731.26,2559463,187164170010000.0,51907,1174463,0.45890000000000003
2017-05-08,BPCL,EQ,724.75,726.0,729.6,710.1,714.8,715.6,717.01,1846513,132396151470000.0,43186,989928,0.5361
2017-05-09,BPCL,EQ,715.6,717.5,723.0,710.35,721.0,721.4,718.55,1280378,92001738990000.0,38345,503595,0.3933
2017-05-10,BPCL,EQ,721.4,727.8,730.0,720.45,729.2,728.25,726.88,1506573,109509206695000.0,40222,773708,0.5136000000000001
2017-05-11,BPCL,EQ,728.25,732.25,735.4,725.0,731.25,730.65,731.32,1338187,97864607115000.0,43812,709727,0.5304
2017-05-12,BPCL,EQ,730.65,730.6,735.95,725.0,733.0,733.15,730.75,1006454,73546489600000.0,25597,422687,0.42
2017-05-15,BPCL,EQ,733.15,734.65,736.0,723.0,729.0,727.85,728.22,839675,61146841320000.01,18823,289193,0.3444
2017-05-16,BPCL,EQ,727.85,727.0,735.0,723.0,733.25,733.3,729.34,871521,63563511090000.0,21083,282494,0.3241
2017-05-17,BPCL,EQ,733.3,732.9,734.0,723.5,727.05,727.45,727.8,1141029,83043601515000.0,35138,537536,0.4711
2017-05-18,BPCL,EQ,727.45,722.2,727.5,711.0,712.6,714.9,717.16,1047741,75139450905000.0,29422,351569,0.33549999999999996
2017-05-19,BPCL,EQ,714.9,715.25,722.45,700.0,703.5,702.45,709.17,1069546,75848798130000.0,44401,407185,0.38070000000000004
2017-05-22,BPCL,EQ,702.45,701.0,701.0,686.55,697.5,695.6,691.93,1506937,104269134165000.0,52019,634958,0.4214
2017-05-23,BPCL,EQ,695.6,694.2,706.0,688.4,700.0,699.55,697.8,1792660,125092405395000.0,66648,964018,0.5378000000000001
2017-05-24,BPCL,EQ,699.55,703.0,716.7,691.25,716.7,711.9,701.99,2350022,164968198145000.0,140564,1479410,0.6295000000000001
2017-05-25,BPCL,EQ,711.9,714.7,733.0,707.0,723.05,726.85,721.79,3558464,256846915355000.03,104647,2017304,0.5669
2017-05-26,BPCL,EQ,726.85,722.1,753.95,703.0,753.0,749.65,727.91,3807638,277160760094999.97,64761,1482083,0.38920000000000005
2017-05-29,BPCL,EQ,749.65,754.0,769.25,747.0,747.95,754.85,757.59,4288268,324876296215000.0,169064,2246971,0.524
2017-05-30,BPCL,EQ,754.85,743.75,744.95,725.7,740.0,738.75,734.38,2473708,181664033510000.0,83656,978649,0.3956
2017-05-31,BPCL,EQ,738.75,740.2,748.15,738.0,739.4,742.65,743.08,2197498,163292366340000.0,88316,1229751,0.5596
2017-06-01,BPCL,EQ,742.65,739.4,746.8,728.95,737.0,739.0,736.02,1503332,110648005605000.0,32527,800261,0.5323
2017-06-02,BPCL,EQ,739.0,738.8,740.0,722.85,723.5,724.8,728.55,1325119,96541099460000.0,47451,732620,0.5529000000000001
2017-06-05,BPCL,EQ,724.8,725.0,737.6,723.65,728.0,728.55,731.62,1346477,98510992370000.0,19346,523893,0.3891
2017-06-06,BPCL,EQ,728.55,731.0,736.0,723.65,726.35,725.55,729.14,1533652,111824896790000.02,45005,888412,0.5793
2017-06-07,BPCL,EQ,725.55,727.0,727.4,711.0,717.05,717.3,715.6,2865029,205022391785000.0,81722,1871440,0.6531999999999999
2017-06-08,BPCL,EQ,717.3,724.85,728.5,705.2,705.5,706.85,712.27,2230516,158873709590000.0,78354,1321275,0.5924
2017-06-09,BPCL,EQ,706.85,709.2,711.35,695.5,703.05,703.75,701.59,1946776,136584457380000.0,60747,918180,0.47159999999999996
2017-06-12,BPCL,EQ,703.75,704.9,706.7,699.0,701.5,701.7,703.18,1739368,122309257830000.0,28894,1018385,0.5855
2017-06-13,BPCL,EQ,701.7,706.7,708.65,697.35,698.0,699.0,702.01,823765,57829360585000.0,27553,353292,0.4289
2017-06-14,BPCL,EQ,699.0,699.0,700.2,689.4,691.55,692.0,692.68,1896344,131356674805000.0,77598,1317203,0.6946
2017-06-15,BPCL,EQ,692.0,692.0,695.0,663.5,670.55,670.4,672.45,4483215,301471590340000.0,85004,2387470,0.5325
2017-06-16,BPCL,EQ,670.4,677.1,683.65,670.5,674.9,673.8,675.66,4679690,316186560530000.0,115515,2901809,0.6201
2017-06-19,BPCL,EQ,673.8,677.0,678.7,666.0,667.95,667.15,670.55,2036679,136570424205000.0,53976,1302473,0.6395000000000001
2017-06-20,BPCL,EQ,667.15,668.05,671.85,662.2,664.8,664.75,666.88,2195045,146382151250000.0,52611,1256115,0.5723
2017-06-21,BPCL,EQ,664.75,667.0,667.0,651.15,654.0,654.4,655.32,2679260,175576451455000.0,88491,1658448,0.619
2017-06-22,BPCL,EQ,654.4,652.2,654.6,637.0,642.75,641.8,644.16,3402724,219190290144999.97,82846,1820314,0.535
2017-06-23,BPCL,EQ,641.8,645.0,646.05,628.6,630.4,630.75,633.56,1757857,111371131895000.0,60442,694401,0.395
2017-06-27,BPCL,EQ,630.75,629.0,629.0,599.0,611.9,612.05,605.78,9429084,571197021690000.0,102181,6112111,0.6482
2017-06-28,BPCL,EQ,612.05,610.0,624.6,608.65,617.1,616.7,618.89,3532200,218604355890000.0,101719,1885931,0.5339
2017-06-29,BPCL,EQ,616.7,617.5,633.3,617.0,627.3,626.05,626.07,5277522,330407894775000.0,117633,3214295,0.6091
2017-06-30,BPCL,EQ,626.05,624.05,641.3,622.35,638.1,639.4,634.25,4307467,273200597765000.0,138071,3098301,0.7193
2017-07-03,BPCL,EQ,639.4,640.1,651.35,640.1,649.0,649.35,647.04,3588253,232174598480000.03,129759,2510733,0.6997
2017-07-04,BPCL,EQ,649.35,647.7,665.0,645.95,657.1,657.2,660.19,7443636,491424094775000.0,58985,5582357,0.75
2017-07-05,BPCL,EQ,657.2,658.0,663.75,656.35,663.0,662.1,661.01,1720386,113718396900000.0,41318,915436,0.5321
2017-07-06,BPCL,EQ,662.1,663.9,664.0,657.5,660.0,660.05,660.31,2409907,159128249725000.0,56223,1805330,0.7491
2017-07-07,BPCL,EQ,660.05,661.0,669.75,659.1,664.05,663.95,665.02,3653118,242939031435000.0,48296,2885631,0.7898999999999999
2017-07-10,BPCL,EQ,663.95,645.2,691.2,645.2,663.7,664.65,667.26,489540,32664837314999.996,5810,394760,0.8064
2017-07-11,BPCL,EQ,664.65,668.9,680.8,664.25,679.95,678.3,674.24,3743038,252371342205000.03,72913,2774047,0.7411
2017-07-12,BPCL,EQ,678.3,684.0,687.0,678.25,684.0,683.7,683.15,3134866,214158660080000.0,73817,2154637,0.6873
2017-07-13,BPCL,EQ,683.7,458.0,465.75,454.4,458.3,458.55,459.27,3875953,178012489655000.0,65001,2132629,0.5502
2017-07-14,BPCL,EQ,458.55,462.9,464.4,456.1,461.0,460.8,460.61,2661189,122576226875000.0,81157,1479104,0.5558
2017-07-17,BPCL,EQ,460.8,461.0,469.0,460.0,468.95,467.45,464.54,2040756,94801494770000.0,33587,1188089,0.5822
2017-07-18,BPCL,EQ,467.45,467.45,475.0,464.35,469.8,468.6,469.95,2797527,131470666130000.0,56007,1653157,0.5909000000000001
2017-07-19,BPCL,EQ,468.6,470.0,472.95,465.6,469.1,469.85,469.01,2545148,119370151645000.0,35874,1749886,0.6875
2017-07-20,BPCL,EQ,469.85,468.85,471.5,463.45,467.5,467.2,467.78,1799528,84178465020000.0,59463,1009345,0.5609000000000001
2017-07-21,BPCL,EQ,467.2,467.2,468.9,461.4,467.1,467.15,465.22,2005524,93301281105000.0,24249,1331016,0.6637000000000001
2017-07-24,BPCL,EQ,467.15,466.1,472.75,464.9,465.9,466.2,468.06,2591181,121282793070000.0,46179,2016961,0.7784000000000001
2017-07-25,BPCL,EQ,466.2,466.25,468.6,463.75,466.4,466.9,466.41,4180442,194980220235000.0,44621,3381815,0.809
2017-07-26,BPCL,EQ,466.9,466.5,472.55,466.5,471.0,471.4,470.3,3228336,151828189380000.0,37487,2437191,0.7549
2017-07-27,BPCL,EQ,471.4,471.4,480.0,471.05,479.85,477.2,474.9,3556685,168908138365000.0,38990,2842789,0.7993000000000001
2017-07-28,BPCL,EQ,477.2,474.0,480.5,469.4,474.0,475.6,475.04,3727475,177069655190000.0,48904,2731268,0.7327
2017-07-31,BPCL,EQ,475.6,472.55,478.1,468.65,471.0,471.15,472.72,3000612,141843889740000.0,43176,2210917,0.7368000000000001
2017-08-01,BPCL,EQ,471.15,472.1,486.95,472.0,484.95,485.6,482.02,3492479,168343640945000.0,60368,2266443,0.6489
2017-08-02,BPCL,EQ,485.6,485.6,489.5,484.7,487.5,486.3,486.39,3574128,173840787090000.0,37902,2569090,0.7188
2017-08-03,BPCL,EQ,486.3,489.3,498.7,485.1,490.15,490.0,491.16,6212375,305128117320000.0,84464,3881619,0.6248
2017-08-04,BPCL,EQ,490.0,491.4,525.5,491.0,518.75,517.9,505.01,5406360,273028525610000.0,73838,2635223,0.48740000000000006
2017-08-07,BPCL,EQ,517.9,520.0,529.0,514.55,525.95,527.7,522.89,4681753,244803096465000.0,83009,1710135,0.3653
2017-08-08,BPCL,EQ,527.7,527.7,528.55,502.75,504.5,505.05,512.59,4298541,220339620075000.0,90711,2515585,0.5852
2017-08-09,BPCL,EQ,505.05,501.5,512.2,493.0,494.95,495.95,502.01,3120575,156656308450000.0,46832,1521985,0.4877
2017-08-10,BPCL,EQ,495.95,493.9,495.0,471.6,482.0,481.5,482.32,4848050,233830982215000.0,94947,2542768,0.5245000000000001
2017-08-11,BPCL,EQ,481.5,475.15,491.95,472.05,484.5,484.3,483.37,4211969,203592220845000.0,84384,1815347,0.43100000000000005
2017-08-14,BPCL,EQ,484.3,483.5,483.5,465.3,478.8,478.35,474.08,4842669,229579206485000.0,69250,2357592,0.4868
2017-08-16,BPCL,EQ,478.35,479.85,488.2,474.0,484.65,483.95,481.14,3202080,154063343395000.0,71778,1760246,0.5497
2017-08-17,BPCL,EQ,483.95,485.0,504.3,480.15,494.2,493.7,494.38,4640313,229405648369999.97,74891,1485267,0.3201
2017-08-18,BPCL,EQ,493.7,493.0,511.6,488.0,504.6,503.3,503.56,5973154,300785313735000.0,92511,2257974,0.378
2017-08-21,BPCL,EQ,503.3,506.3,515.8,495.1,498.6,497.75,505.42,4359678,220345976710000.0,81672,1904772,0.4369
2017-08-22,BPCL,EQ,497.75,493.5,513.0,493.5,511.65,510.35,506.41,4590059,232444491675000.0,96904,1767998,0.38520000000000004
2017-08-23,BPCL,EQ,510.35,514.95,514.95,506.1,509.4,509.7,509.48,3071333,156477439605000.0,55545,1523753,0.4961
2017-08-24,BPCL,EQ,509.7,510.35,514.5,504.25,508.5,508.2,508.82,2927916,148976949460000.0,49168,1693403,0.5784
2017-08-28,BPCL,EQ,508.2,508.3,509.85,500.5,508.3,508.0,506.06,3110427,157406642040000.0,77112,1966356,0.6322
2017-08-29,BPCL,EQ,508.0,508.0,518.45,501.45,503.05,504.1,511.1,3872671,197933861815000.0,63890,1382724,0.35700000000000004
2017-08-30,BPCL,EQ,504.1,510.9,524.3,508.0,521.0,520.95,518.3,4117206,213394879990000.0,60753,1784468,0.43340000000000006
2017-08-31,BPCL,EQ,520.95,520.5,534.45,516.9,528.05,529.0,527.98,5963684,314873441195000.0,118812,2903143,0.4868
2017-09-01,BPCL,EQ,529.0,532.0,539.85,525.1,536.2,537.4,531.29,3655195,194195129420000.0,83540,1861326,0.5092
2017-09-04,BPCL,EQ,537.4,537.4,546.1,527.5,529.85,531.15,538.15,4481134,241150305225000.0,64832,1774037,0.39590000000000003
2017-09-05,BPCL,EQ,531.15,530.1,541.5,527.5,538.8,539.25,534.51,2009172,107391568559999.98,36797,605377,0.3013
2017-09-06,BPCL,EQ,539.25,537.3,537.3,529.75,534.9,534.9,533.24,1845891,98431158295000.0,41669,705051,0.38200000000000006
2017-09-07,BPCL,EQ,534.9,538.0,538.75,521.95,523.2,524.1,526.52,3264681,171891730535000.0,71474,1743266,0.534
2017-09-08,BPCL,EQ,524.1,525.0,527.7,511.2,513.2,513.35,516.87,3212539,166045287035000.0,77238,1709184,0.532
